entidad,anio_mes,visitas,entidad_federativa,fecha,entidad_etq
Sinaloa,2023-04,29,Sinaloa,01/04/2023,Sinaloa
Sonora,2023-04,25,Sonora,01/04/2023,Sonora
Tabasco,2023-04,25,Tabasco,01/04/2023,Tabasco
Tamaulipas,2023-04,65,Tamaulipas,01/04/2023,Tamaulipas
Tlaxcala,2023-04,0,Tlaxcala,01/04/2023,Tlaxcala
Veracruz de Ignacio de la Llave,2023-04,35,Veracruz,01/04/2023,Veracruz
Yucatán,2023-04,28,Yucatán,01/04/2023,Yucatán
Zacatecas,2023-04,15,Zacatecas,01/04/2023,Zacatecas
Aguascalientes,2023-05,23,Aguascalientes,01/05/2023,Aguascalientes
Baja California,2023-05,247,Baja California,01/05/2023,Baja California
Baja California Sur,2023-05,40,Baja California Sur,01/05/2023,Baja California Sur
Campeche,2023-05,4,Campeche,01/05/2023,Campeche
Chiapas,2023-05,23,Chiapas,01/05/2023,Chiapas
Chihuahua,2023-05,0,Chihuahua,01/05/2023,Chihuahua
Coahuila de Zaragoza,2023-05,7,Coahuila,01/05/2023,Coahuila
Colima,2023-05,19,Colima,01/05/2023,Colima
Ciudad de México,2023-05,49,Ciudad de México,01/05/2023,Ciudad de México
Durango,2023-05,13,Durango,01/05/2023,Durango
México,2023-05,28,México,01/05/2023,Estado de México
Guanajuato,2023-05,24,Guanajuato,01/05/2023,Guanajuato
Guerrero,2023-05,51,Guerrero,01/05/2023,Guerrero
Hidalgo,2023-05,13,Hidalgo,01/05/2023,Hidalgo
Jalisco,2023-05,35,Jalisco,01/05/2023,Jalisco
Michoacán de Ocampo,2023-05,28,Michoacán,01/05/2023,Michoacán
Morelos,2023-05,16,Morelos,01/05/2023,Morelos
Nayarit,2023-05,32,Nayarit,01/05/2023,Nayarit
Nuevo León,2023-05,0,Nuevo León,01/05/2023,Nuevo León
Oaxaca,2023-05,29,Oaxaca,01/05/2023,Oaxaca
Puebla,2023-05,20,Puebla,01/05/2023,Puebla
Querétaro,2023-05,19,Querétaro,01/05/2023,Querétaro
Quintana Roo,2023-05,18,Quintana Roo,01/05/2023,Quintana Roo
San Luis Potosí,2023-05,20,San Luis Potosí,01/05/2023,San Luis Potosí
Sinaloa,2023-05,35,Sinaloa,01/05/2023,Sinaloa
Sonora,2023-05,23,Sonora,01/05/2023,Sonora
Tabasco,2023-05,20,Tabasco,01/05/2023,Tabasco
Tamaulipas,2023-05,70,Tamaulipas,01/05/2023,Tamaulipas
Tlaxcala,2023-05,0,Tlaxcala,01/05/2023,Tlaxcala
Veracruz de Ignacio de la Llave,2023-05,51,Veracruz,01/05/2023,Veracruz
Yucatán,2023-05,24,Yucatán,01/05/2023,Yucatán
Zacatecas,2023-05,15,Zacatecas,01/05/2023,Zacatecas
Aguascalientes,2023-06,24,Aguascalientes,01/06/2023,Aguascalientes
Baja California,2023-06,225,Baja California,01/06/2023,Baja California
Baja California Sur,2023-06,42,Baja California Sur,01/06/2023,Baja California Sur
Campeche,2023-06,20,Campeche,01/06/2023,Campeche
Chiapas,2023-06,29,Chiapas,01/06/2023,Chiapas
Chihuahua,2023-06,47,Chihuahua,01/06/2023,Chihuahua
Coahuila de Zaragoza,2023-06,30,Coahuila,01/06/2023,Coahuila
Colima,2023-06,50,Colima,01/06/2023,Colima
Ciudad de México,2023-06,39,Ciudad de México,01/06/2023,Ciudad de México
Durango,2023-06,13,Durango,01/06/2023,Durango
México,2023-06,26,México,01/06/2023,Estado de México
Guanajuato,2023-06,16,Guanajuato,01/06/2023,Guanajuato
Guerrero,2023-06,50,Guerrero,01/06/2023,Guerrero
Hidalgo,2023-06,18,Hidalgo,01/06/2023,Hidalgo
Jalisco,2023-06,24,Jalisco,01/06/2023,Jalisco
Michoacán de Ocampo,2023-06,27,Michoacán,01/06/2023,Michoacán
Morelos,2023-06,18,Morelos,01/06/2023,Morelos
Nayarit,2023-06,31,Nayarit,01/06/2023,Nayarit
Nuevo León,2023-06,0,Nuevo León,01/06/2023,Nuevo León
Oaxaca,2023-06,36,Oaxaca,01/06/2023,Oaxaca
Puebla,2023-06,15,Puebla,01/06/2023,Puebla
Querétaro,2023-06,19,Querétaro,01/06/2023,Querétaro
Quintana Roo,2023-06,31,Quintana Roo,01/06/2023,Quintana Roo
San Luis Potosí,2023-06,20,San Luis Potosí,01/06/2023,San Luis Potosí
Sinaloa,2023-06,32,Sinaloa,01/06/2023,Sinaloa
Sonora,2023-06,25,Sonora,01/06/2023,Sonora
Tabasco,2023-06,17,Tabasco,01/06/2023,Tabasco
Tamaulipas,2023-06,75,Tamaulipas,01/06/2023,Tamaulipas
Tlaxcala,2023-06,0,Tlaxcala,01/06/2023,Tlaxcala
Veracruz de Ignacio de la Llave,2023-06,39,Veracruz,01/06/2023,Veracruz
Yucatán,2023-06,24,Yucatán,01/06/2023,Yucatán
Zacatecas,2023-06,15,Zacatecas,01/06/2023,Zacatecas
Aguascalientes,2023-07,29,Aguascalientes,01/07/2023,Aguascalientes
Baja California,2023-07,266,Baja California,01/07/2023,Baja California
Baja California Sur,2023-07,41,Baja California Sur,01/07/2023,Baja California Sur
Campeche,2023-07,23,Campeche,01/07/2023,Campeche
Chiapas,2023-07,15,Chiapas,01/07/2023,Chiapas
Chihuahua,2023-07,48,Chihuahua,01/07/2023,Chihuahua
Coahuila de Zaragoza,2023-07,33,Coahuila,01/07/2023,Coahuila
Colima,2023-07,48,Colima,01/07/2023,Colima
Ciudad de México,2023-07,50,Ciudad de México,01/07/2023,Ciudad de México
Durango,2023-07,13,Durango,01/07/2023,Durango
México,2023-07,22,México,01/07/2023,Estado de México
Guanajuato,2023-07,16,Guanajuato,01/07/2023,Guanajuato
Guerrero,2023-07,51,Guerrero,01/07/2023,Guerrero
Hidalgo,2023-07,15,Hidalgo,01/07/2023,Hidalgo
Jalisco,2023-07,53,Jalisco,01/07/2023,Jalisco
Michoacán de Ocampo,2023-07,28,Michoacán,01/07/2023,Michoacán
Morelos,2023-07,16,Morelos,01/07/2023,Morelos
Nayarit,2023-07,27,Nayarit,01/07/2023,Nayarit
Nuevo León,2023-07,0,Nuevo León,01/07/2023,Nuevo León
Oaxaca,2023-07,27,Oaxaca,01/07/2023,Oaxaca
Puebla,2023-07,20,Puebla,01/07/2023,Puebla
Querétaro,2023-07,23,Querétaro,01/07/2023,Querétaro
Quintana Roo,2023-07,18,Quintana Roo,01/07/2023,Quintana Roo
San Luis Potosí,2023-07,20,San Luis Potosí,01/07/2023,San Luis Potosí
Sinaloa,2023-07,35,Sinaloa,01/07/2023,Sinaloa
Sonora,2023-07,19,Sonora,01/07/2023,Sonora
Tabasco,2023-07,35,Tabasco,01/07/2023,Tabasco
Tamaulipas,2023-07,63,Tamaulipas,01/07/2023,Tamaulipas
Tlaxcala,2023-07,0,Tlaxcala,01/07/2023,Tlaxcala
Veracruz de Ignacio de la Llave,2023-07,43,Veracruz,01/07/2023,Veracruz
Yucatán,2023-07,26,Yucatán,01/07/2023,Yucatán
Zacatecas,2023-07,15,Zacatecas,01/07/2023,Zacatecas
Aguascalientes,2023-08,47,Aguascalientes,01/08/2023,Aguascalientes
Baja California,2023-08,202,Baja California,01/08/2023,Baja California
Baja California Sur,2023-08,48,Baja California Sur,01/08/2023,Baja California Sur
Campeche,2023-08,18,Campeche,01/08/2023,Campeche
Chiapas,2023-08,31,Chiapas,01/08/2023,Chiapas
Chihuahua,2023-08,46,Chihuahua,01/08/2023,Chihuahua
Coahuila de Zaragoza,2023-08,32,Coahuila,01/08/2023,Coahuila
Colima,2023-08,50,Colima,01/08/2023,Colima
Ciudad de México,2023-08,37,Ciudad de México,01/08/2023,Ciudad de México
Durango,2023-08,14,Durango,01/08/2023,Durango
México,2023-08,26,México,01/08/2023,Estado de México
Guanajuato,2023-08,19,Guanajuato,01/08/2023,Guanajuato
Guerrero,2023-08,50,Guerrero,01/08/2023,Guerrero
Hidalgo,2023-08,16,Hidalgo,01/08/2023,Hidalgo
Jalisco,2023-08,26,Jalisco,01/08/2023,Jalisco
Michoacán de Ocampo,2023-08,27,Michoacán,01/08/2023,Michoacán
Morelos,2023-08,15,Morelos,01/08/2023,Morelos
Nayarit,2023-08,23,Nayarit,01/08/2023,Nayarit
Nuevo León,2023-08,0,Nuevo León,01/08/2023,Nuevo León
Oaxaca,2023-08,30,Oaxaca,01/08/2023,Oaxaca
Puebla,2023-08,0,Puebla,01/08/2023,Puebla
Querétaro,2023-08,22,Querétaro,01/08/2023,Querétaro
Quintana Roo,2023-08,38,Quintana Roo,01/08/2023,Quintana Roo
San Luis Potosí,2023-08,20,San Luis Potosí,01/08/2023,San Luis Potosí
Sinaloa,2023-08,27,Sinaloa,01/08/2023,Sinaloa
Sonora,2023-08,24,Sonora,01/08/2023,Sonora
Tabasco,2023-08,25,Tabasco,01/08/2023,Tabasco
Tamaulipas,2023-08,69,Tamaulipas,01/08/2023,Tamaulipas
Tlaxcala,2023-08,0,Tlaxcala,01/08/2023,Tlaxcala
Veracruz de Ignacio de la Llave,2023-08,47,Veracruz,01/08/2023,Veracruz
Yucatán,2023-08,30,Yucatán,01/08/2023,Yucatán
Zacatecas,2023-08,15,Zacatecas,01/08/2023,Zacatecas
Aguascalientes,2023-09,42,Aguascalientes,01/09/2023,Aguascalientes
Baja California,2023-09,201,Baja California,01/09/2023,Baja California
Baja California Sur,2023-09,45,Baja California Sur,01/09/2023,Baja California Sur
Campeche,2023-09,19,Campeche,01/09/2023,Campeche
Chiapas,2023-09,20,Chiapas,01/09/2023,Chiapas
Chihuahua,2023-09,46,Chihuahua,01/09/2023,Chihuahua
Coahuila de Zaragoza,2023-09,20,Coahuila,01/09/2023,Coahuila
Colima,2023-09,52,Colima,01/09/2023,Colima
Ciudad de México,2023-09,0,Ciudad de México,01/09/2023,Ciudad de México
Durango,2023-09,13,Durango,01/09/2023,Durango
México,2023-09,28,México,01/09/2023,Estado de México
Guanajuato,2023-09,11,Guanajuato,01/09/2023,Guanajuato
Guerrero,2023-09,51,Guerrero,01/09/2023,Guerrero
Hidalgo,2023-09,12,Hidalgo,01/09/2023,Hidalgo
Jalisco,2023-09,40,Jalisco,01/09/2023,Jalisco
Michoacán de Ocampo,2023-09,29,Michoacán,01/09/2023,Michoacán
Morelos,2023-09,16,Morelos,01/09/2023,Morelos
Nayarit,2023-09,28,Nayarit,01/09/2023,Nayarit
Nuevo León,2023-09,0,Nuevo León,01/09/2023,Nuevo León
Oaxaca,2023-09,26,Oaxaca,01/09/2023,Oaxaca
Puebla,2023-09,0,Puebla,01/09/2023,Puebla
Querétaro,2023-09,17,Querétaro,01/09/2023,Querétaro
Quintana Roo,2023-09,33,Quintana Roo,01/09/2023,Quintana Roo
San Luis Potosí,2023-09,20,San Luis Potosí,01/09/2023,San Luis Potosí
Sinaloa,2023-09,26,Sinaloa,01/09/2023,Sinaloa
Sonora,2023-09,24,Sonora,01/09/2023,Sonora
Tabasco,2023-09,22,Tabasco,01/09/2023,Tabasco
Tamaulipas,2023-09,69,Tamaulipas,01/09/2023,Tamaulipas
Tlaxcala,2023-09,0,Tlaxcala,01/09/2023,Tlaxcala
Veracruz de Ignacio de la Llave,2023-09,38,Veracruz,01/09/2023,Veracruz
Yucatán,2023-09,29,Yucatán,01/09/2023,Yucatán
Zacatecas,2023-09,15,Zacatecas,01/09/2023,Zacatecas
Aguascalientes,2023-10,32,Aguascalientes,01/10/2023,Aguascalientes
Baja California,2023-10,219,Baja California,01/10/2023,Baja California
Baja California Sur,2023-10,46,Baja California Sur,01/10/2023,Baja California Sur
Campeche,2023-10,18,Campeche,01/10/2023,Campeche
Chiapas,2023-10,18,Chiapas,01/10/2023,Chiapas
Chihuahua,2023-10,45,Chihuahua,01/10/2023,Chihuahua
Coahuila de Zaragoza,2023-10,21,Coahuila,01/10/2023,Coahuila
Colima,2023-10,48,Colima,01/10/2023,Colima
Ciudad de México,2023-10,57,Ciudad de México,01/10/2023,Ciudad de México
Durango,2023-10,13,Durango,01/10/2023,Durango
México,2023-10,24,México,01/10/2023,Estado de México
Guanajuato,2023-10,13,Guanajuato,01/10/2023,Guanajuato
Guerrero,2023-10,24,Guerrero,01/10/2023,Guerrero
Hidalgo,2023-10,24,Hidalgo,01/10/2023,Hidalgo
Jalisco,2023-10,37,Jalisco,01/10/2023,Jalisco
Michoacán de Ocampo,2023-10,28,Michoacán,01/10/2023,Michoacán
Morelos,2023-10,15,Morelos,01/10/2023,Morelos
Nayarit,2023-10,24,Nayarit,01/10/2023,Nayarit
Nuevo León,2023-10,0,Nuevo León,01/10/2023,Nuevo León
Oaxaca,2023-10,28,Oaxaca,01/10/2023,Oaxaca
Puebla,2023-10,0,Puebla,01/10/2023,Puebla
Querétaro,2023-10,27,Querétaro,01/10/2023,Querétaro
Quintana Roo,2023-10,25,Quintana Roo,01/10/2023,Quintana Roo
San Luis Potosí,2023-10,21,San Luis Potosí,01/10/2023,San Luis Potosí
Sinaloa,2023-10,40,Sinaloa,01/10/2023,Sinaloa
Sonora,2023-10,23,Sonora,01/10/2023,Sonora
Tabasco,2023-10,22,Tabasco,01/10/2023,Tabasco
Tamaulipas,2023-10,71,Tamaulipas,01/10/2023,Tamaulipas
Tlaxcala,2023-10,0,Tlaxcala,01/10/2023,Tlaxcala
Veracruz de Ignacio de la Llave,2023-10,46,Veracruz,01/10/2023,Veracruz
Yucatán,2023-10,15,Yucatán,01/10/2023,Yucatán
Zacatecas,2023-10,15,Zacatecas,01/10/2023,Zacatecas
Aguascalientes,2023-11,36,Aguascalientes,01/11/2023,Aguascalientes
Baja California,2023-11,251,Baja California,01/11/2023,Baja California
Baja California Sur,2023-11,43,Baja California Sur,01/11/2023,Baja California Sur
Campeche,2023-11,19,Campeche,01/11/2023,Campeche
Chiapas,2023-11,29,Chiapas,01/11/2023,Chiapas
Chihuahua,2023-11,46,Chihuahua,01/11/2023,Chihuahua
Coahuila de Zaragoza,2023-11,28,Coahuila,01/11/2023,Coahuila
Colima,2023-11,47,Colima,01/11/2023,Colima
Ciudad de México,2023-11,18,Ciudad de México,01/11/2023,Ciudad de México
Durango,2023-11,14,Durango,01/11/2023,Durango
México,2023-11,25,México,01/11/2023,Estado de México
Guanajuato,2023-11,9,Guanajuato,01/11/2023,Guanajuato
Guerrero,2023-11,24,Guerrero,01/11/2023,Guerrero
Hidalgo,2023-11,21,Hidalgo,01/11/2023,Hidalgo
Jalisco,2023-11,28,Jalisco,01/11/2023,Jalisco
Michoacán de Ocampo,2023-11,28,Michoacán,01/11/2023,Michoacán
Morelos,2023-11,16,Morelos,01/11/2023,Morelos
Nayarit,2023-11,16,Nayarit,01/11/2023,Nayarit
Nuevo León,2023-11,0,Nuevo León,01/11/2023,Nuevo León
Oaxaca,2023-11,27,Oaxaca,01/11/2023,Oaxaca
Puebla,2023-11,22,Puebla,01/11/2023,Puebla
Querétaro,2023-11,23,Querétaro,01/11/2023,Querétaro
Quintana Roo,2023-11,11,Quintana Roo,01/11/2023,Quintana Roo
San Luis Potosí,2023-11,20,San Luis Potosí,01/11/2023,San Luis Potosí
Sinaloa,2023-11,31,Sinaloa,01/11/2023,Sinaloa
Sonora,2023-11,23,Sonora,01/11/2023,Sonora
Tabasco,2023-11,19,Tabasco,01/11/2023,Tabasco
Tamaulipas,2023-11,60,Tamaulipas,01/11/2023,Tamaulipas
Tlaxcala,2023-11,2,Tlaxcala,01/11/2023,Tlaxcala
Veracruz de Ignacio de la Llave,2023-11,35,Veracruz,01/11/2023,Veracruz
Yucatán,2023-11,15,Yucatán,01/11/2023,Yucatán
Zacatecas,2023-11,16,Zacatecas,01/11/2023,Zacatecas
Aguascalientes,2023-12,40,Aguascalientes,01/12/2023,Aguascalientes
Baja California,2023-12,176,Baja California,01/12/2023,Baja California
Baja California Sur,2023-12,43,Baja California Sur,01/12/2023,Baja California Sur
Campeche,2023-12,18,Campeche,01/12/2023,Campeche
Chiapas,2023-12,30,Chiapas,01/12/2023,Chiapas
Chihuahua,2023-12,40,Chihuahua,01/12/2023,Chihuahua
Coahuila de Zaragoza,2023-12,22,Coahuila,01/12/2023,Coahuila
Colima,2023-12,48,Colima,01/12/2023,Colima
Ciudad de México,2023-12,0,Ciudad de México,01/12/2023,Ciudad de México
Durango,2023-12,13,Durango,01/12/2023,Durango
México,2023-12,23,México,01/12/2023,Estado de México
Guanajuato,2023-12,9,Guanajuato,01/12/2023,Guanajuato
Guerrero,2023-12,50,Guerrero,01/12/2023,Guerrero
Hidalgo,2023-12,11,Hidalgo,01/12/2023,Hidalgo
Jalisco,2023-12,7,Jalisco,01/12/2023,Jalisco
Michoacán de Ocampo,2023-12,21,Michoacán,01/12/2023,Michoacán
Morelos,2023-12,11,Morelos,01/12/2023,Morelos
Nayarit,2023-12,13,Nayarit,01/12/2023,Nayarit
Nuevo León,2023-12,0,Nuevo León,01/12/2023,Nuevo León
Oaxaca,2023-12,28,Oaxaca,01/12/2023,Oaxaca
Puebla,2023-12,6,Puebla,01/12/2023,Puebla
Querétaro,2023-12,22,Querétaro,01/12/2023,Querétaro
Quintana Roo,2023-12,14,Quintana Roo,01/12/2023,Quintana Roo
San Luis Potosí,2023-12,26,San Luis Potosí,01/12/2023,San Luis Potosí
Sinaloa,2023-12,34,Sinaloa,01/12/2023,Sinaloa
Sonora,2023-12,24,Sonora,01/12/2023,Sonora
Tabasco,2023-12,24,Tabasco,01/12/2023,Tabasco
Tamaulipas,2023-12,61,Tamaulipas,01/12/2023,Tamaulipas
Tlaxcala,2023-12,0,Tlaxcala,01/12/2023,Tlaxcala
Veracruz de Ignacio de la Llave,2023-12,29,Veracruz,01/12/2023,Veracruz
Yucatán,2023-12,30,Yucatán,01/12/2023,Yucatán
Zacatecas,2023-12,10,Zacatecas,01/12/2023,Zacatecas
Aguascalientes,2024-01,34,Aguascalientes,01/01/2024,Aguascalientes
Baja California,2024-01,267,Baja California,01/01/2024,Baja California
Baja California Sur,2024-01,39,Baja California Sur,01/01/2024,Baja California Sur
Campeche,2024-01,23,Campeche,01/01/2024,Campeche
Chiapas,2024-01,31,Chiapas,01/01/2024,Chiapas
Chihuahua,2024-01,40,Chihuahua,01/01/2024,Chihuahua
Coahuila de Zaragoza,2024-01,12,Coahuila,01/01/2024,Coahuila
Colima,2024-01,53,Colima,01/01/2024,Colima
Ciudad de México,2024-01,26,Ciudad de México,01/01/2024,Ciudad de México
Durango,2024-01,16,Durango,01/01/2024,Durango
México,2024-01,19,México,01/01/2024,Estado de México
Guanajuato,2024-01,8,Guanajuato,01/01/2024,Guanajuato
Guerrero,2024-01,48,Guerrero,01/01/2024,Guerrero
Hidalgo,2024-01,12,Hidalgo,01/01/2024,Hidalgo
Jalisco,2024-01,18,Jalisco,01/01/2024,Jalisco
Michoacán de Ocampo,2024-01,30,Michoacán,01/01/2024,Michoacán
Morelos,2024-01,9,Morelos,01/01/2024,Morelos
Nayarit,2024-01,18,Nayarit,01/01/2024,Nayarit
Nuevo León,2024-01,0,Nuevo León,01/01/2024,Nuevo León
Oaxaca,2024-01,26,Oaxaca,01/01/2024,Oaxaca
Puebla,2024-01,4,Puebla,01/01/2024,Puebla
Querétaro,2024-01,22,Querétaro,01/01/2024,Querétaro
Quintana Roo,2024-01,8,Quintana Roo,01/01/2024,Quintana Roo
San Luis Potosí,2024-01,23,San Luis Potosí,01/01/2024,San Luis Potosí
Sinaloa,2024-01,29,Sinaloa,01/01/2024,Sinaloa
Sonora,2024-01,28,Sonora,01/01/2024,Sonora
Tabasco,2024-01,35,Tabasco,01/01/2024,Tabasco
Tamaulipas,2024-01,63,Tamaulipas,01/01/2024,Tamaulipas
Tlaxcala,2024-01,2,Tlaxcala,01/01/2024,Tlaxcala
Veracruz de Ignacio de la Llave,2024-01,35,Veracruz,01/01/2024,Veracruz
Yucatán,2024-01,29,Yucatán,01/01/2024,Yucatán
Zacatecas,2024-01,8,Zacatecas,01/01/2024,Zacatecas
Aguascalientes,2024-02,36,Aguascalientes,01/02/2024,Aguascalientes
Baja California,2024-02,207,Baja California,01/02/2024,Baja California
Baja California Sur,2024-02,39,Baja California Sur,01/02/2024,Baja California Sur
Campeche,2024-02,25,Campeche,01/02/2024,Campeche
Chiapas,2024-02,35,Chiapas,01/02/2024,Chiapas
Chihuahua,2024-02,39,Chihuahua,01/02/2024,Chihuahua
Coahuila de Zaragoza,2024-02,16,Coahuila,01/02/2024,Coahuila
Colima,2024-02,50,Colima,01/02/2024,Colima
Ciudad de México,2024-02,25,Ciudad de México,01/02/2024,Ciudad de México
Durango,2024-02,13,Durango,01/02/2024,Durango
México,2024-02,28,México,01/02/2024,Estado de México
Guanajuato,2024-02,16,Guanajuato,01/02/2024,Guanajuato
Guerrero,2024-02,44,Guerrero,01/02/2024,Guerrero
Hidalgo,2024-02,11,Hidalgo,01/02/2024,Hidalgo
Jalisco,2024-02,48,Jalisco,01/02/2024,Jalisco
Michoacán de Ocampo,2024-02,31,Michoacán,01/02/2024,Michoacán
Morelos,2024-02,15,Morelos,01/02/2024,Morelos
Nayarit,2024-02,26,Nayarit,01/02/2024,Nayarit
Nuevo León,2024-02,0,Nuevo León,01/02/2024,Nuevo León
Oaxaca,2024-02,27,Oaxaca,01/02/2024,Oaxaca
Puebla,2024-02,0,Puebla,01/02/2024,Puebla
Querétaro,2024-02,27,Querétaro,01/02/2024,Querétaro
Quintana Roo,2024-02,8,Quintana Roo,01/02/2024,Quintana Roo
San Luis Potosí,2024-02,27,San Luis Potosí,01/02/2024,San Luis Potosí
Sinaloa,2024-02,32,Sinaloa,01/02/2024,Sinaloa
Sonora,2024-02,29,Sonora,01/02/2024,Sonora
Tabasco,2024-02,29,Tabasco,01/02/2024,Tabasco
Tamaulipas,2024-02,70,Tamaulipas,01/02/2024,Tamaulipas
Tlaxcala,2024-02,6,Tlaxcala,01/02/2024,Tlaxcala
Veracruz de Ignacio de la Llave,2024-02,32,Veracruz,01/02/2024,Veracruz
Yucatán,2024-02,26,Yucatán,01/02/2024,Yucatán
Zacatecas,2024-02,8,Zacatecas,01/02/2024,Zacatecas
Aguascalientes,2024-03,32,Aguascalientes,01/03/2024,Aguascalientes
Baja California,2024-03,192,Baja California,01/03/2024,Baja California
Baja California Sur,2024-03,37,Baja California Sur,01/03/2024,Baja California Sur
Campeche,2024-03,23,Campeche,01/03/2024,Campeche
Chiapas,2024-03,37,Chiapas,01/03/2024,Chiapas
Chihuahua,2024-03,27,Chihuahua,01/03/2024,Chihuahua
Coahuila de Zaragoza,2024-03,13,Coahuila,01/03/2024,Coahuila
Colima,2024-03,55,Colima,01/03/2024,Colima
Ciudad de México,2024-03,19,Ciudad de México,01/03/2024,Ciudad de México
Durango,2024-03,13,Durango,01/03/2024,Durango
México,2024-03,25,México,01/03/2024,Estado de México
Guanajuato,2024-03,8,Guanajuato,01/03/2024,Guanajuato
Guerrero,2024-03,44,Guerrero,01/03/2024,Guerrero
Hidalgo,2024-03,10,Hidalgo,01/03/2024,Hidalgo
Jalisco,2024-03,29,Jalisco,01/03/2024,Jalisco
Michoacán de Ocampo,2024-03,29,Michoacán,01/03/2024,Michoacán
Morelos,2024-03,16,Morelos,01/03/2024,Morelos
Nayarit,2024-03,21,Nayarit,01/03/2024,Nayarit
Nuevo León,2024-03,0,Nuevo León,01/03/2024,Nuevo León
Oaxaca,2024-03,29,Oaxaca,01/03/2024,Oaxaca
Puebla,2024-03,28,Puebla,01/03/2024,Puebla
Querétaro,2024-03,22,Querétaro,01/03/2024,Querétaro
Quintana Roo,2024-03,9,Quintana Roo,01/03/2024,Quintana Roo
San Luis Potosí,2024-03,28,San Luis Potosí,01/03/2024,San Luis Potosí
Sinaloa,2024-03,28,Sinaloa,01/03/2024,Sinaloa
Sonora,2024-03,28,Sonora,01/03/2024,Sonora
Tabasco,2024-03,33,Tabasco,01/03/2024,Tabasco
Tamaulipas,2024-03,53,Tamaulipas,01/03/2024,Tamaulipas
Tlaxcala,2024-03,4,Tlaxcala,01/03/2024,Tlaxcala
Veracruz de Ignacio de la Llave,2024-03,42,Veracruz,01/03/2024,Veracruz
Yucatán,2024-03,26,Yucatán,01/03/2024,Yucatán
Zacatecas,2024-03,10,Zacatecas,01/03/2024,Zacatecas
Aguascalientes,2024-04,31,Aguascalientes,01/04/2024,Aguascalientes
Baja California,2024-04,203,Baja California,01/04/2024,Baja California
Baja California Sur,2024-04,38,Baja California Sur,01/04/2024,Baja California Sur
Campeche,2024-04,16,Campeche,01/04/2024,Campeche
Chiapas,2024-04,27,Chiapas,01/04/2024,Chiapas
Chihuahua,2024-04,11,Chihuahua,01/04/2024,Chihuahua
Coahuila de Zaragoza,2024-04,19,Coahuila,01/04/2024,Coahuila
Colima,2024-04,50,Colima,01/04/2024,Colima
Ciudad de México,2024-04,25,Ciudad de México,01/04/2024,Ciudad de México
Durango,2024-04,20,Durango,01/04/2024,Durango
México,2024-04,22,México,01/04/2024,Estado de México
Guanajuato,2024-04,13,Guanajuato,01/04/2024,Guanajuato
Guerrero,2024-04,43,Guerrero,01/04/2024,Guerrero
Hidalgo,2024-04,12,Hidalgo,01/04/2024,Hidalgo
Jalisco,2024-04,29,Jalisco,01/04/2024,Jalisco
Michoacán de Ocampo,2024-04,34,Michoacán,01/04/2024,Michoacán
Morelos,2024-04,15,Morelos,01/04/2024,Morelos
Nayarit,2024-04,26,Nayarit,01/04/2024,Nayarit
Nuevo León,2024-04,0,Nuevo León,01/04/2024,Nuevo León
Oaxaca,2024-04,31,Oaxaca,01/04/2024,Oaxaca
Puebla,2024-04,17,Puebla,01/04/2024,Puebla
Querétaro,2024-04,22,Querétaro,01/04/2024,Querétaro
Quintana Roo,2024-04,9,Quintana Roo,01/04/2024,Quintana Roo
San Luis Potosí,2024-04,24,San Luis Potosí,01/04/2024,San Luis Potosí
Sinaloa,2024-04,31,Sinaloa,01/04/2024,Sinaloa
Sonora,2024-04,28,Sonora,01/04/2024,Sonora
Tabasco,2024-04,24,Tabasco,01/04/2024,Tabasco
Tamaulipas,2024-04,62,Tamaulipas,01/04/2024,Tamaulipas
Tlaxcala,2024-04,9,Tlaxcala,01/04/2024,Tlaxcala
Veracruz de Ignacio de la Llave,2024-04,36,Veracruz,01/04/2024,Veracruz
Yucatán,2024-04,24,Yucatán,01/04/2024,Yucatán
Zacatecas,2024-04,8,Zacatecas,01/04/2024,Zacatecas
Aguascalientes,2024-05,28,Aguascalientes,01/05/2024,Aguascalientes
Baja California,2024-05,184,Baja California,01/05/2024,Baja California
Baja California Sur,2024-05,41,Baja California Sur,01/05/2024,Baja California Sur
Campeche,2024-05,9,Campeche,01/05/2024,Campeche
Chiapas,2024-05,17,Chiapas,01/05/2024,Chiapas
Chihuahua,2024-05,6,Chihuahua,01/05/2024,Chihuahua
Coahuila de Zaragoza,2024-05,4,Coahuila,01/05/2024,Coahuila
Colima,2024-05,51,Colima,01/05/2024,Colima
Ciudad de México,2024-05,19,Ciudad de México,01/05/2024,Ciudad de México
Durango,2024-05,16,Durango,01/05/2024,Durango
México,2024-05,23,México,01/05/2024,Estado de México
Guanajuato,2024-05,5,Guanajuato,01/05/2024,Guanajuato
Guerrero,2024-05,49,Guerrero,01/05/2024,Guerrero
Hidalgo,2024-05,14,Hidalgo,01/05/2024,Hidalgo
Jalisco,2024-05,64,Jalisco,01/05/2024,Jalisco
Michoacán de Ocampo,2024-05,35,Michoacán,01/05/2024,Michoacán
Morelos,2024-05,16,Morelos,01/05/2024,Morelos
Nayarit,2024-05,30,Nayarit,01/05/2024,Nayarit
Nuevo León,2024-05,0,Nuevo León,01/05/2024,Nuevo León
Oaxaca,2024-05,28,Oaxaca,01/05/2024,Oaxaca
Puebla,2024-05,13,Puebla,01/05/2024,Puebla
Querétaro,2024-05,22,Querétaro,01/05/2024,Querétaro
